optimizer,step,w0,w1,w2,loss,grad_norm,loss_increased_from_prev,update_norm
SGD,0,5.8,2.8,1.25,12.772099999999998,9.090872469130781,False,1.8181744938261561
SGD,1,5.644,2.0307,-0.3899999999999999,4.9876745279999986,3.1930754168396955,False,0.6386150833679392
SGD,2,5.4963598000000005,1.5289679999999999,-0.023534999999999973,3.4600225208033546,2.1285780329112365,False,0.4257156065822473
SGD,3,5.355273356800001,1.1302142711999998,-0.07174140000000001,2.6639156309714926,1.651217484551704,False,0.33024349691034066
SGD,4,5.219965510609601,0.8304182759711998,-0.04216243355999999,2.1752616451200923,1.3159426644498438,False,0.2631885328899689
SGD,5,5.089703828699143,0.6019062183524542,-0.03308842708655999,1.8618909922857458,1.071870307212556,False,0.2143740614425112
SGD,6,4.963939499500249,0.42856492432999826,-0.02347762550031071,1.651601743579375,0.8963950572466715,False,0.17927901144933428
SGD,7,4.842233561966263,0.29709958676881276,-0.01673272111643777,1.5025503492373946,0.7722493133297197,False,0.154449862665944
SGD,8,4.72423735895846,0.197578920628322,-0.011508435115153082,1.3903587430873259,0.6854645837148806,False,0.13709291674297647
SGD,9,4.6096701888196865,0.1223899772795316,-0.0075772590083854835,1.3007968612177105,0.6249170917754038,False,0.12498341835508053
SGD,10,4.498303764424337,0.06573722454994518,-0.004604047062299483,1.2255361426058047,0.5821274416045172,False,0.11642548832090367
SGD,11,4.389950050730853,0.023200670424527288,-0.0023660518150373623,1.1596812141752941,0.5509815095692642,False,0.11019630191385256
SGD,12,4.284452045490766,-0.00858888819099251,-0.0006868231582188918,1.1003349507594433,0.5273001573306836,False,0.10546003146613665
SGD,13,4.181676729728133,-0.032199926140187955,0.0005668090411934041,1.0457642280230173,0.5083484908825776,False,0.10166969817651594
SGD,14,4.081509687771499,-0.049590344696971315,0.0014966344987707172,0.9949148621749349,0.49239259123107953,False,0.09847851824621587
SGD,15,3.983850997333165,-0.06225255182126573,0.0021801903350944225,0.9471295366290499,0.4783562557363163,False,0.09567125114726312
SGD,16,3.8886120887080966,-0.07132405488491567,0.002676589524044402,0.9019837296986172,0.4655801799287974,False,0.09311603598575927
SGD,17,3.795713342908412,-0.07767178372098671,0.003030884839436903,0.8591902409394963,0.4536632266708862,False,0.09073264533417708
SGD,18,3.705082253380936,-0.08195637992737222,0.003277412218161955,0.8185435984032843,0.44236180097734396,False,0.08847236019546863
SGD,19,3.616652017579358,-0.0846812128759966,0.00344233655273622,0.7798876530163928,0.43152758185874296,False,0.08630551637174863
SGD,20,3.5303604564347095,-0.08622975071887037,0.003545593333252586,0.7430966558126479,0.42106955864162826,False,0.08421391172832547
SGD,21,3.44614918398459,-0.08689405295161237,0.0036023688692930016,0.7080641767460959,0.4109310952067139,False,0.08218621904134282
SGD,22,3.3639629678866694,-0.08689649379059759,0.003624228873722018,0.6746965856334421,0.40107615012899844,False,0.08021523002579961
SGD,23,3.283749235620133,-0.08640632453186028,0.003619978914785476,0.6429091887073874,0.39148102546749963,False,0.07829620509349977
SGD,24,3.205457691912441,-0.08555230100367389,0.003596320443635919,0.612623912353186,0.38212943585618225,False,0.07642588717123662
SGD,25,3.1290400211125644,-0.0844323109364486,0.003558350961456511,0.5837678895376285,0.3730095650688195,False,0.07460191301376402
SGD,26,3.0544496544714814,-0.08312071398644914,0.0035099453545311275,0.5562725741329623,0.36411230986678317,False,0.07282246197335661
SGD,27,2.9816415870480846,-0.08167393782425679,0.0034540466284162315,0.5300731651178071,0.3554302322498453,False,0.0710860464499691
SGD,28,2.910572232585876,-0.08013474460014448,0.003392887565529593,0.5051082137797844,0.34695693407661876,False,0.06939138681532374
SGD,29,2.841199307471416,-0.07853548366990154,0.0033281597169013055,0.4813193400323059,0.3386866834094267,False,0.06773733668188553
